title,heading,content,tokens
2020년 하계 올림픽,장소 및 인프라,"2012년 2월, 1964년 하계 올림픽의 중앙 경기장이었던 도쿄의 옛 국립 경기장이 2019년 럭비 월드컵과 2020년 하계 올림픽을 위해 짜1000억 개보수 공사를 할 것이라고 발표되었습니다. 2012년 11월, 일본 스포츠 평의회는 제안된 경기장 디자인에 대한 입찰을 받고 있다고 발표했습니다. 46개의 결선 진출자 중에서 Zaha Hadid Architects가 이 프로젝트를 수상했습니다. 이 프로젝트는 오래된 경기장을 새로운 80,000석 규모의 경기장으로 교체하는 것입니다. 자하 하디드의 디자인이 자전거 헬멧에 비유되며 주변 메이지신궁과 충돌한다는 비판이 나왔다. 정부는 추가 비용 절감 조치로 새 경기장의 영구 수용 인원을 육상 구성에서 65,000명으로 줄이는 계획을 발표했습니다(축구를 위한 임시 좌석을 최대 15,000개까지 추가할 수 있는 옵션 포함). 개폐식 지붕을 만들려는 원래 계획도 포기되었습니다. 2015년 말, 짜 2,520억에 달하는 새 경기장의 비용 증가에 대한 대중의 반대 결과, 정부는 자하 하디드의 디자인을 전면 거부하고 일본 건축가 쿠마 켄고의 새로운 디자인을 선택했습니다. 전통적인 사찰에서 영감을 받아 로우 프로파일을 적용한 Kuma의 디자인에는 1,490억 짜의 예산이 사용되었습니다. 변경 사항은 새 경기장이 원래 의도한 대로 2019년 럭비 월드컵에 맞춰 제 시간에 완공될 수 없음을 의미했습니다. 2019년 12월 21일에 개장한 국립 경기장은 도쿄 올림픽 기간 동안 올림픽 경기장으로 명명되었습니다. 2018년 10월 감사원은 올림픽 경기장의 총 비용이 미화 250억 달러를 초과할 수 있다는 보고서를 발표했습니다. .도쿄에 있는 33개의 경기장 중 28개가 올림픽 선수촌에서 8킬로미터(5마일) 이내에 있으며 11개의 새로운 경기장이 건설될 예정입니다. 2019년 10월 16일, IOC는 더위 우려로 인해 마라톤 및 경보 경기를 삿포로로 이전할 계획이 있다고 발표했습니다. 이 계획은 2019년 11월 1일 고이케 유리코 도쿄 도지사가 IOC의 결정을 수락한 후 공식화되었습니다.",455
2020년 하계 올림픽,보안,"2018년 12월 일본 정부는 올림픽 및 패럴림픽 경기가 열리는 경기장 위를 드론이 비행하는 것을 금지하기로 결정했습니다. 일본도 주최한 2019년 럭비 월드컵에도 비슷한 금지령이 내려졌다. 2021년 7월, 올림픽 개막에 앞서 일본 해상보안청은 도쿄만에서 대테러 훈련을 실시했습니다. 훈련은 수상한 배가 해안에 도착하는 것을 막으려는 두 개의 풍선 보트로 구성되었습니다.",90
2020년 하계 올림픽,자원봉사자,"2020년 올림픽 및 장애인 올림픽 자원봉사 신청은 2018년 9월 26일부터 접수되었습니다. 2019년 1월 18일까지 총 204,680건의 신청서가 도쿄 조직위원회에 접수되었습니다. 2019년 2월부터 필요한 봉사인원을 선발하기 위한 면접이 시작되었고, 2019년 10월에 교육이 진행될 예정입니다. 시티 캐스트"". 이 이름은 원래 150쌍의 이름 중 4개의 후보 목록에서 선택되었습니다. 다른 3개의 후보 이름은 ""샤이닝 블루""와 ""샤이닝 블루 도쿄"", ""게임즈 앵커""와 ""시티 앵커"", ""게임즈 포스""와 ""시티 포스""였습니다. 2021년 6월 초 현재 등록된 자원봉사자 80,000명 중 약 10,000명이 게임에서 탈퇴했습니다. 언론은 대유행 사례의 증가를 대규모 금연의 이유로 꼽았습니다. 관중 금지로 인해 더 많은 자원 봉사 과제가 취소 될 것으로 예상되었습니다.",225
2020년 하계 올림픽,메달,"2017년 2월, 도쿄 조직위원회는 일본 환경 위생 센터 및 NTT Docomo와 협력하여 메달 재료로 재활용할 휴대폰과 같은 전자 제품 기부를 요청하는 전자 제품 재활용 프로그램을 발표했습니다. 2017년 4월 올림픽 및 패럴림픽 메달을 제작하기 위해 8톤의 금속을 수집하기 위해 수집 상자를 공공 장소와 NTT Docomo 소매점에 배치했습니다. 메달을 위한 디자인 대회는 그해 12월에 시작되었습니다. 2018년 조직위원회는 필요한 동메달 2,700kg의 절반을 얻었지만 필요한 양의 은메달을 얻기 위해 고군분투하고 있다고 보고했습니다. 동메달과 은메달은 순전히 각각의 재료를 사용하지만 IOC 요구 사항은 금메달이 은을 기본으로 사용하도록 규정하고 있습니다. 동메달 수집은 2018년 11월에 완료되었으며 나머지는 2019년 3월까지 완료될 것으로 예상됩니다. 2019년 7월 24일(당초 개회식보다 1년 앞당겨짐) 메달 디자인이 공개되었습니다. 올림픽 및 패럴림픽 메달은 전국 대회를 거쳐 가와니시 준이치가 디자인했습니다. 패럴림픽 메달과 공유되는 새로운 기능은 리본에 금, 은, 동메달을 각각 구분하기 위해 1개, 2개 또는 3개의 실리콘 볼록선이 포함되어 있다는 것입니다.",263
2020년 하계 올림픽,토치 릴레이,"2020년 하계 올림픽 성화 봉송의 슬로건은 ""Hope Lights Our Way""였습니다. 2009년 IOC가 향후 모든 올림픽에서 국제 성화 봉송을 금지한다는 결정에 따라 2020년 하계 올림픽 성화는 그리스 두 나라에서만 열릴 예정이었습니다. 그리고 개최국 일본. 릴레이의 첫 번째 단계는 2020년 3월 12일 그리스 올림피아의 헤라 신전에서 열리는 전통 성화 예식으로 시작되었습니다. 그런 다음 성화는 아테네로 이동하여 3월 19일 파나티나이코 스타디움에서 성화를 일본 파견단으로 이전하는 이양식에서 그리스 계주 릴레이가 절정에 달했습니다. 성화는 전용 랜턴 안에 넣어 아테네 국제공항에서 전세기로 일본 히가시마츠시마로 옮겨졌다. 성화는 3월 20일 두 번째 여정을 시작할 것으로 예상되었는데, 2011년 쓰나미와 이와테, 이와테, 후쿠시마의 가장 큰 피해를 입은 3개 지역을 일주일 동안 순회했습니다. ""회복의 불꽃"" 제목 아래에 표시됩니다. 3월 26일 나라하를 떠난 성화는 47개 도도부현 전체를 포함하여 일본 전역에서 주요 봉송을 시작했습니다. 한 달. 그 후 랜턴은 도쿄 현으로 옮겨져 2021년 릴레이가 재개될 때까지 안전하게 보관되었습니다. 2020년 7월 23일(개회식 일정이 변경되기 1년 전), 일본 수영 선수 리카코가 등장하는 홍보 영상이 공개되었습니다. Ikee는 일본 국립 경기장에서 등불을 들고 팬데믹으로부터의 출현과 백혈병 진단을 받은 후 스포츠로의 복귀를 비교합니다. 2020년 8월 20일, 원래 계획보다 거의 1년 늦은 2021년 3월 25일 후쿠시마현 나라하에서 성화 봉송이 다시 시작될 것이라고 발표되었습니다. 개막식 피날레에서 올림픽 성화대에 불을 붙이고 있는 나오미 오사카. 올림픽 스타디움에서 불을 밝힌 가마솥은 개회식과 폐막식에만 사용되었습니다. 별도의 가마솥은 오다이바의 꿈의 대교에서 공개적으로 볼 수 있도록 도쿄 해안가에 불을 붙였습니다.",474
2020년 하계 올림픽,생물학적 보안 프로토콜,"2021년 2월 IOC는 사회적 거리두기 실천, 위생, 안면 마스크 착용(외부에서 선수 훈련 및 경기), 수도권 주변의 술집, 식당, 상점 및 기타 관광지 방문 또는 대중 교통 이용이 제한됩니다. 참가자들은 일본의 COCOA 노출 알림 앱을 사용하도록 요청받게 되며 최소 4일마다 테스트를 받게 됩니다. 양성 판정을 받은 선수는 경기에 참가할 수 없으며 정부 시설에 격리될 수 있습니다(위양성이 있는 경우 재량권이 주어짐). 밀접 접촉자도 경쟁에서 제외되려면 음성 판정을 받아야 합니다. 운동선수는 ""과도한"" 축하 행사가 감염된 비말을 퍼뜨릴 수 있기 때문에 권장하지 않습니다. 이 플레이북은 2021년 5월 The New England Journal of Medicine에서 발표한 논문에서 ""과학적으로 엄격한 위험 평가""가 부족하고 ""운동선수가 직면한 다양한 수준의 위험을 구별""하지 못한다는 이유로 비판을 받았습니다. 플레이북에는 선수들이 대회 시작 5일 전까지 도착해야 하며 해당 스포츠에서 제외되거나 대회가 종료된 후 48시간 이내에 떠나야 한다고 명시되어 있습니다. IOC는 선수들에게 코로나19 백신 접종을 권장했습니다. 백신이 그들에게 이용 가능하다면 19, 그러나 이것은 참가를 위한 전제 조건이 아니었고 IOC는 필수 인구보다 우선권을 얻기 위해 선수들이 ""대기열을 뛰어넘는"" 것에 대해 조언했습니다. 2021년 3월 12일, Thomas Bach는 사용이 승인된 국가에서 중국 올림픽 위원회가 2020년 하계 올림픽과 2022년 동계 올림픽에 참가하는 선수들을 위한 중국 CoronaVac 및 Sinopharm BIBP 백신 비용을 충당하겠다고 제안했다고 발표했습니다. 예방 접종을 받은 각 운동선수에 대해 국가의 일반 대중을 위해 두 번 용량을 구입합니다. 2021년 5월 6일, Pfizer는 도쿄에서 경쟁하는 NOC에 백신 1회분을 기부하겠다고 발표했습니다. 약 93,000명의 선수와 관계자가 일본에 도착하는 즉시 검역 규정에서 면제되었습니다. 약 300,000명의 현지 직원과 자원봉사자가 이 거품을 드나들고 이 그룹에 할당된 20,000개의 백신 용량으로 인해 게임 기간과 팀이 자국으로 돌아갈 때 COVID-19 확산에 대한 우려가 생겼습니다.국제 여행 제한으로 인해 조직위원회는 2021년 3월에 어떤 해외 손님(관중도 포함)도 올림픽에 참가할 수 없다고 발표했습니다. 일본의 관중 스포츠에 대한 기존 지침에 따라 관중은 환호하거나 함성을 지르지 않도록 요청받을 것입니다. 2021년 6월 19일, Koike 주지사는 대신 계획된 장소(요요기 공원 등)를 대량 예방 접종 장소로 사용하기 위해 게임 공개 행사 계획을 폐기한다고 발표했습니다. 6월 21일, 모든 경기장의 입장권을 최대 10,000명 또는 수용 인원의 50% 중 더 적은 수로 제한한다고 발표했습니다. 국내에서 COVID-19 사례가 증가하고 있기 때문에 비공개로 유지되고 있습니다. 일본의 느린 예방 접종률이 특히 우려되었습니다. 2021년 5월 도쿄 대학에서 실행한 시뮬레이션에서는 도쿄의 기존 비상 사태가 만료된 후 게임이 계속되면 10월 중순에 새로운 감염 물결이 정점에 이를 수 있다고 예상했습니다. 2021년 7월 8일 도쿄가 920명을 기록한 후 신규 COVID-19 사례(5월 이후 가장 높은 증가율), 스가 총리는 7월 12일부터 8월 22일까지 도쿄 지역에 새로운 비상사태를 선포하고 패럴림픽 개막 이틀 전에 종료됨 따라서 해당 지역의 장소에서는 관중이 허용되지 않는 닫힌 문 뒤에서 열릴 것입니다. 하시모토 총리는 ""신종 코로나바이러스 감염증 확산에 직면해 매우 제한적으로 올림픽을 개최하게 돼 매우 유감스럽다""고 말했다. 토마스 바흐 IOC 위원장은 ""일본 국민과 모든 참가자가 안전하고 안심할 수 있는 올림픽 및 패럴림픽을 개최하는 데 필요한 모든 조치를 지원할 것""이라고 밝혔다. 도쿄, 지역 보건 당국의 승인 및 앞서 언급한 50%/10,000명의 관중 한도에 따릅니다. 후쿠시마, 홋카이도, 이바라키 현은 해당 지역에서 열리는 행사에 관중을 금지하겠다고 발표했습니다. 개막식은 IOC 대표와 고위 인사를 포함해 1,000명 미만의 VIP 손님으로 제한될 것으로 예상되었지만 일부 행사에서는 다른 경쟁 대표단 구성원도 관중석을 차지할 수 있었습니다. 7월 16일, 바흐는 스가 총리에게 도쿄의 코로나19 상황이 개선되면 관중 제한을 나중에 완화할 수 있는지를 물은 것으로 알려졌다. 그러나 8월 2일 Suga는 기존의 모든 비상 사태 선언이 8월 31일까지 연장되고 치바, 가나가와, 사이타마 및 오사카 일부 지역으로 연장될 것이라고 발표했습니다.",1067
2020년 하계 올림픽,발권,"개막식 티켓은 짜 12,000에서 짜 300,000까지 다양할 것으로 예상되었으며, 육상 경기 결승전의 최대 가격은 짜 130,000이었습니다. 평균 티켓 가격은 짜 7,700이었고, 티켓의 절반은 최대 짜 8,000에 판매되었습니다. 가족, 일본에 거주하는 단체, 학교 프로그램과 함께 짜 2,020의 상징적 인 티켓 가격이 예상되었습니다. 티켓은 일본의 40,000개 상점과 인터넷을 통해 일본 주소로 우편 주문으로 판매됩니다. 해외 게스트가 허용되었다면 판매 기간 동안 일본을 방문하거나 여행사 등 제3자를 통해 티켓을 구매해야 했을 것입니다. 티켓은 2019년 가을에 일본에서 일반 판매를 시작했으며 2020년 6월부터 전 세계적으로 판매됩니다. 그러나 이 계획은 2020년 3월 24일 올림픽이 연기되면서 중단되었습니다. 도쿄 조직위원회는 이미 구매한 티켓이 새로운 일정에 따라 동일한 세션에 유효하며 환불도 제공되고 있음을 확인했습니다. 2021년 3월 20일, COVID-19 관련 우려로 인해 2020년 올림픽 또는 패럴림픽에는 해외 게스트가 참석할 수 없다고 발표되었습니다. 여기에는 관중과 선수의 친구 및 가족이 모두 포함되었습니다. 모든 해외 티켓 소지자는 환불됩니다. Hashimoto는 국제 여행 제한을 둘러싼 불확실성과 모든 참가자와 관중의 안전을 보호하고 의료 시스템에 부담을 주지 않는 목표를 언급했습니다. 결국 7월에 도쿄, 후쿠시마, 홋카이도에서 개최되는 모든 행사에 모든 현지 관중이 참석할 수 없다고 발표되었습니다.",338
2020년 하계 올림픽,문화제,"Nippon Festival로 알려진 문화 프로그램은 2021년 4월부터 9월까지 도쿄 조직위원회 및 기타 파트너가 주최하는 일련의 스트리밍 이벤트로 올림픽 및 패럴림픽과 동시에 진행될 예정이었습니다. 이벤트는 ""참여와 교류"", ""포용적인 사회의 실현을 향하여"", ""도호쿠 지역의 재건""이라는 주제를 반영했습니다. 이 프로그램은 COVID-19와 게임 연기로 인해 축소되거나 가상 형식으로 재구성되었습니다. 이러한 이벤트 중 하나는 7월 18일에 열린 콘서트로, J-록 밴드 Wanima, 댄서 Aio Yamada와 Tuki Takamura의 안무, ""전세계 사람들의 생각과 감정을 구현한"" 일러스트레이션을 기반으로 한 애니메이션 ""생물"" 발표가 있었습니다. Nippon Festival의 원래 계획에는 Kabuki x Opera(무대 배우 이치카와 에비즈_ XI, 오페라 가수 Anna Pirozzi와 Erwin Schrott, 도쿄 필하모닉 오케스트라가 출연하는 콘서트), 예술과 문화 장애에 초점을 맞춘 축제, 그리고 올림픽 직후 Ryfgoku Kokugikan에서 이틀간 특별 전시 스모 토너먼트가 열렸습니다. 신토 종교에 깊이 뿌리내린 프로 스모의 관습과 전통을 관중들에게 보여줍니다.",307
2020년 하계 올림픽,개막식,"개막식은 2021년 7월 23일 도쿄 올림픽 스타디움에서 열렸습니다. 그것은 전통적인 Parade of Nations를 포함했습니다. 나루히토 일왕이 공식적으로 올림픽을 개막했고, 성화 봉송이 끝난 뒤 일본 테니스 선수 나오미 오사카가 올림픽 성화대에 불을 붙였습니다. 번갈아 가며 깃발을 들고 그들 중 두 명으로 봉사하십시오. 이는 바흐 대통령 임기 동안 설정한 '아젠다 2020'을 구현함으로써 이뤄졌다. 올림픽 역사상 처음으로 뮌헨 학살 희생자들을 위한 개막식에서 묵념의 순간이 포착됐다.",141
2020년 하계 올림픽,스포츠,"2020년 하계 올림픽 행사 프로그램은 2017년 6월 9일에 IOC 집행위원회의 승인을 받았습니다. 토마스 바흐 IOC 위원장은 그들의 목표가 게임에 ""젊고"" ""도시적인"" 매력을 부여하고 여성 참가자 수를 늘리는 것이라고 밝혔습니다. .The Games는 총 50개 종목을 포괄하는 33개의 다른 스포츠에서 339개의 이벤트를 선보였습니다. 가라데, 스포츠 클라이밍, 서핑, 스케이트보드가 올림픽에 처음 등장했고, 야구와 소프트볼도 2008년 이후 처음으로 하계 올림픽에 일회성으로 복귀했습니다. 농구, 프리스타일 BMX, 매디슨 사이클의 귀환, 여러 스포츠(탁구, 양궁, 유도, 사격(3), 트라이애슬론, 4x400m 계주 및 4x100m 혼영 수영)의 9가지 새로운 혼합 이벤트 ).아래 목록에서 각 종목의 종목 수는 괄호 안에 표시됩니다.",201
2020년 하계 올림픽,새로운 스포츠,"2013년 2월 12일, IOC 집행위원회는 올림픽 비용을 통제하고 ""모든 세대의 스포츠 팬과 관련된"" 대회임을 확인하기 위해 2012년 하계 올림픽에 참가한 26개 종목 중 하나를 제외할 것을 권고했습니다. IOC가 125차 IOC 총회에서 채우려고 하는 공석. 새로운 참가자는 28개의 ""핵심"" 스포츠 프로그램의 일환으로 골프와 7인제 럭비(둘 다 2016년 데뷔 예정)에 합류하게 됩니다. 카누, 필드하키, 근대5종, 태권도, 레슬링 등 5개 종목이 제외 대상에 올랐다. 이사회의 최종 투표에서 8명의 위원이 레슬링을 올림픽 프로그램에서 제외하기로 결정했습니다. 하키와 태권도는 각각 3표로 공동 2위에 올랐다. 올림픽에서 레슬링의 역할이 고대 올림픽으로 거슬러 올라가고 현대 게임의 원래 프로그램에 포함되었다는 점을 감안할 때 레슬링을 제외하기로 한 결정은 많은 언론을 놀라게 했다. . New York Times는 그 결정이 잘 알려진 재능의 부족과 스포츠에서 여성 이벤트의 부재에 근거한 것이라고 느꼈습니다. IOC 투표의 최종 후보에서 레슬링은 고려 대상으로 제시된 7개의 새로운 스포츠와 함께 2020년 올림픽에 포함될 지원자 최종 후보 목록에 정식으로 추가되었습니다. 2013년 5월 29일, 8개 중 3개가 고려 중인 스포츠가 야구/소프트볼, 스쿼시, 레슬링 등 최종 후보에 올랐습니다. 가라테, 롤러 스포츠, 스포츠 클라이밍, 웨이크보드, 우슈 등 나머지 5개 스포츠는 이 시점에서 거부되었습니다. 2013년 9월 8일 제125차 IOC 총회에서 레슬링이 2020년과 2024년 올림픽 프로그램에 포함되도록 선택되었습니다. 레슬링은 49표를 얻었고, 야구/소프트볼과 스쿼시는 각각 24표와 22표를 얻었습니다. 2014년 12월 의제 2020에서 IOC는 올림픽 프로그램에 대한 ""스포츠 기반"" 접근 방식에서 ""이벤트 기반"" 프로그램으로 전환하여 조직위원회가 지역 이익을 개선하기 위해 프로그램에 포함할 임의의 이벤트를 제안할 수 있도록 했습니다. 이러한 변화의 결과로 2015년 6월 22일 야구/소프트볼, 볼링, 가라테, 롤러 스포츠, 스포츠 클라이밍, 스쿼시, 서핑, 우슈로 구성된 8개의 새로운 제안된 스포츠 후보 목록이 공개되었습니다. 2015년 9월 28일 도쿄 조직위원회는 IOC에 야구/소프트볼, 가라데, 스포츠 클라이밍, 서핑, 스케이트보딩의 5개 종목 후보 명단을 제출했습니다. 이 5개의 새로운 종목은 2016년 8월 3일 브라질 리우데자네이루에서 열린 제129차 IOC 총회에서 IOC의 승인을 받았으며 2020년에만 스포츠 프로그램에 포함되어 2020년 올림픽의 총 종목 수는 33개가 되었습니다.",571
2020년 하계 올림픽,테스트 이벤트,"2020년 올림픽과 패럴림픽을 앞두고 총 56개의 테스트 이벤트가 열릴 예정이었습니다. 2개의 이벤트는 2018년 말에 열렸지만 주요 테스트 이벤트 일정은 2019년 6월에 시작되어 원래 올림픽 시작 전인 2020년 5월에 완료될 예정이었습니다. 일부 이벤트는 기존 챔피언십에 통합되었지만 일부는 2020년 하계 올림픽을 위한 올림픽 테스트 이벤트 역할을 하기 위해 특별히 새로 만들어졌습니다. 2019년 2월 테스트 이벤트가 ""Ready , 꾸준한, 도쿄"". 도쿄 조직위원회는 22개의 테스트 이벤트를 담당하고 나머지 이벤트는 국내 및 국제 스포츠 연맹에서 준비합니다. 첫 테스트 이벤트는 2018년 9월 에노시마에서 열린 월드 세일링의 월드컵 시리즈였습니다. 마지막 예정 이벤트는 원래 2020년 5월 6일 올림픽 스타디움에서 열릴 예정이었던 도쿄 챌린지 트랙 대회입니다.모든 테스트 이벤트는 원래 예정되어 있었습니다. COVID-19로 인해 2020년 3월 12일부터 열릴 예정이었던 이벤트가 연기되었으며, 일정이 변경된 게임을 준비하는 동안 테스트 이벤트 일정을 검토해야 합니다.",239
2020년 하계 올림픽,참가 국가 올림픽 위원회,"마케도니아 공화국은 1996년 공식 명칭의 분쟁으로 인해 데뷔 이후 모든 하계 및 동계 올림픽에서 ""구 유고슬라비아 마케도니아 공화국""이라는 잠정 명칭으로 경쟁했습니다. 그리스와의 명명 분쟁은 2018년 프레스파 협정 체결로 끝났고, 2019년 2월 공식적으로 북마케도니아로 명칭이 변경되었습니다. IOC는 새 명칭을 즉시 인정했지만, 북마케도니아 올림픽 위원회(NMOC)는 이를 인정하지 않았습니다. 2020년 2월까지 공식 채택. NMOC는 2020년 1월 2020년 동계청소년올림픽에 대표단을 파견했지만 도쿄올림픽은 북마케도니아가 새 이름으로 하계올림픽에 처음 출전한 대회다. 올림픽, 에스와티니는 2018년 국왕이 국가명을 바꾼 후 그 이름으로 데뷔했습니다. 2019년 12월 9일 세계반도핑기구(WADA)는 러시아가 4년 동안 모든 국제 스포츠에서 러시아 정부는 2019년 1월 러시아반도핑기구(RUS)가 복권되는 조건으로 WADA에 제공한 실험실 데이터를 조작한 것으로 드러났다. 금지 조치의 결과로 WADA는 2018년 동계 올림픽에서 부추긴 것처럼 중립적인 기치 아래 2020년 하계 올림픽에 개별적으로 승인된 러시아 선수들이 참가할 수 있도록 허용할 계획이었지만, 그들은 팀 스포츠에서 제외될 것입니다. WADA 규정 준수 검토 위원회의 조나단 테일러 위원장은 IOC가 2018년처럼 ""러시아에서 온 올림픽 선수""(OAR) 지정을 사용할 수 없을 것이며 중립적인 선수가 특정 국가를 대표하는 것으로 묘사될 수 없음을 강조했습니다. 국가. 러시아는 나중에 WADA의 결정에 대해 스포츠 중재 재판소 (CAS)에 항소를 제기했습니다. 항소 사건을 검토한 후 CAS는 2020년 12월 17일 러시아에 부과된 벌금을 감면한다고 판결했습니다. 모든 스포츠 행사를 전면 금지하는 대신, 이 판결은 러시아가 올림픽 및 기타 국제 행사에 참가할 수 있도록 허용했지만, 팀은 2년 동안 러시아 이름, 국기 또는 국가를 사용할 수 없으며 자신을 ""중립 선수"" 또는 ""중립 팀""으로 지정합니다. 이 판결은 팀 유니폼에 ""러시아""를 표시하는 것을 허용합니다. 하지만 유니폼 디자인 내에서 러시아 국기의 색상을 사용하는 것뿐만 아니라 ""중립적인 선수/팀"" 지정보다 더 눈에 띄어서는 안 됩니다. 2021년 2월, 러시아는 러시아 올림픽 위원회의 이름을 따서 ""ROC""라는 두문자어로 경쟁할 것이라고 발표했습니다. ROC 팀은 러시아 올림픽 위원회의 깃발로 대표됩니다. 2021년 4월 6일, 북한은 COVID-19 우려 때문에 2020년 하계 올림픽에 참가하지 않을 것이라고 발표했습니다. 이로써 북한은 1988년 이후 처음으로 하계올림픽에 불참했다. 경기가 끝난 지 한 달 뒤인 9월 조선민주주의인민공화국 올림픽위원회는 2022년 동계올림픽에 불참한 뒤 2022년 동계올림픽 출전이 금지됐다. 도쿄올림픽. 2021년 7월 21일, 기니는 COVID-19 우려로 인해 도쿄 올림픽에 대표단을 파견하지 않을 것이라고 발표했지만, 언론 매체에서는 재정적 고려가 진정한 동기 부여 요인이었을 수 있다고 시사했습니다. 기니는 나중에 결정을 번복하고 참여할 것임을 확인했습니다. 다음 206개 팀이 자격을 얻었습니다(육상에서 보장된 104개의 보편성 장소를 포함하여 모든 206개의 NOC가 자격에 관계없이 경쟁자를 보낼 수 있음).",738
